filename,model_name,assistant_turns,tool_calls,sounding_requests,prediction_days
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250306.log,google_gemini-2.5-flash-preview:thinking_soundings_0,31,31,0,20
agent_interaction_openai_gpt-4.1_soundings_0_20250323.log,openai_gpt-4.1_soundings_0,13,18,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250322.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250311.log,google_gemini-2.5-pro-preview-03-25_soundings_0,8,8,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250305.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,17,0,38
agent_interaction_openai_gpt-4.1_20250317.log,openai_gpt-4.1,5,18,0,36
agent_interaction_openai_gpt-4.1_20250303.log,openai_gpt-4.1,14,24,5,36
agent_interaction_openai_o4-mini-high_20250327.log,openai_o4-mini-high,5,5,0,36
agent_interaction_deepseek_deepseek-r1_20250325.log,deepseek_deepseek-r1,41,24,4,14
agent_interaction_deepseek_deepseek-r1_20250331.log,deepseek_deepseek-r1,27,29,5,14
agent_interaction_deepseek_deepseek-r1_20250319.log,deepseek_deepseek-r1,23,28,7,14
agent_interaction_deepseek_deepseek-r1_20250327.log,deepseek_deepseek-r1,30,28,10,14
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250409.log,google_gemini-2.5-pro-preview-03-25,4,22,0,32
agent_interaction_openai_o4-mini-high_20250331.log,openai_o4-mini-high,5,5,0,36
agent_interaction_openai_o4-mini-high_20250325.log,openai_o4-mini-high,3,3,0,36
agent_interaction_openai_o4-mini-high_20250319.log,openai_o4-mini-high,10,10,1,36
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250409.log,anthropic_claude-3.7-sonnet:thinking,21,21,6,39
agent_interaction_openai_gpt-4.1_20250315.log,openai_gpt-4.1,6,25,6,36
agent_interaction_openai_gpt-4.1_20250301.log,openai_gpt-4.1,17,23,4,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250313.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,21,0,38
agent_interaction_openai_gpt-4.1_20250329.log,openai_gpt-4.1,13,18,3,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250307.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,15,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250320.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250309.log,openai_gpt-4.1_soundings_0,7,18,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250321.log,openai_gpt-4.1_soundings_0,5,20,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250308.log,openai_o4-mini-high_soundings_0,10,10,0,38
agent_interaction_deepseek_deepseek-r1_soundings_0_20250409.log,deepseek_deepseek-r1_soundings_0,3,7,0,14
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250310.log,google_gemini-2.5-flash-preview:thinking_soundings_0,8,17,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250304.log,google_gemini-2.5-flash-preview:thinking_soundings_0,8,38,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250327.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250314.log,anthropic_claude-3.7-sonnet,26,26,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250328.log,anthropic_claude-3.7-sonnet,21,21,8,40
agent_interaction_anthropic_claude-3.7-sonnet_20250329.log,anthropic_claude-3.7-sonnet,18,18,6,40
agent_interaction_anthropic_claude-3.7-sonnet_20250315.log,anthropic_claude-3.7-sonnet,21,21,6,40
agent_interaction_anthropic_claude-3.7-sonnet_20250301.log,anthropic_claude-3.7-sonnet,23,23,5,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250326.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,14,14,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250305.log,google_gemini-2.5-flash-preview:thinking_soundings_0,5,42,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250311.log,google_gemini-2.5-flash-preview:thinking_soundings_0,16,16,0,20
agent_interaction_deepseek_deepseek-r1_soundings_0_20250408.log,deepseek_deepseek-r1_soundings_0,6,1,0,14
agent_interaction_openai_gpt-4.1_soundings_0_20250320.log,openai_gpt-4.1_soundings_0,6,23,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250309.log,openai_o4-mini-high_soundings_0,2,2,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250321.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250308.log,openai_gpt-4.1_soundings_0,5,23,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250306.log,google_gemini-2.5-pro-preview-03-25_soundings_0,8,22,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250312.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,21,0,38
agent_interaction_openai_gpt-4.1_20250328.log,openai_gpt-4.1,14,17,3,36
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250408.log,anthropic_claude-3.7-sonnet:thinking,22,22,7,39
agent_interaction_openai_gpt-4.1_20250314.log,openai_gpt-4.1,15,35,3,36
agent_interaction_openai_o4-mini-high_20250318.log,openai_o4-mini-high,6,6,0,36
agent_interaction_openai_o4-mini-high_20250324.log,openai_o4-mini-high,9,9,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250408.log,google_gemini-2.5-pro-preview-03-25,5,13,0,32
agent_interaction_openai_o4-mini-high_20250330.log,openai_o4-mini-high,5,5,0,36
agent_interaction_deepseek_deepseek-r1_20250326.log,deepseek_deepseek-r1,33,37,5,14
agent_interaction_deepseek_deepseek-r1_20250322.log,deepseek_deepseek-r1,27,24,7,14
agent_interaction_openai_o4-mini-high_20250308.log,openai_o4-mini-high,9,9,0,36
agent_interaction_openai_o4-mini-high_20250320.log,openai_o4-mini-high,9,9,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250316.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,16,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250302.log,google_gemini-2.5-pro-preview-03-25_soundings_0,1,0,0,38
agent_interaction_openai_gpt-4.1_20250310.log,openai_gpt-4.1,6,26,2,36
agent_interaction_openai_o3_20250409.log,openai_o3,10,10,0,40
agent_interaction_openai_gpt-4.1_20250304.log,openai_gpt-4.1,7,26,10,36
agent_interaction_openai_o3_soundings_0_20250408.log,openai_o3_soundings_0,12,12,0,40
agent_interaction_openai_gpt-4.1_soundings_0_20250330.log,openai_gpt-4.1_soundings_0,11,12,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250319.log,openai_o4-mini-high_soundings_0,4,4,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250324.log,openai_gpt-4.1_soundings_0,6,23,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250408.log,google_gemini-2.5-flash-preview:thinking,7,43,1,16
agent_interaction_openai_o4-mini-high_soundings_0_20250325.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250331.log,openai_o4-mini-high_soundings_0,6,6,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250318.log,openai_gpt-4.1_soundings_0,10,19,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250329.log,google_gemini-2.5-flash-preview:thinking_soundings_0,8,6,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250322.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,18,18,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250315.log,google_gemini-2.5-flash-preview:thinking_soundings_0,5,18,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250301.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,38,0,20
agent_interaction_anthropic_claude-3.7-sonnet_20250305.log,anthropic_claude-3.7-sonnet,26,26,6,40
agent_interaction_anthropic_claude-3.7-sonnet_20250311.log,anthropic_claude-3.7-sonnet,19,19,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250310.log,anthropic_claude-3.7-sonnet,21,21,3,40
agent_interaction_anthropic_claude-3.7-sonnet_20250304.log,anthropic_claude-3.7-sonnet,19,19,6,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250314.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,23,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250328.log,google_gemini-2.5-flash-preview:thinking_soundings_0,12,20,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250323.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250330.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250319.log,openai_gpt-4.1_soundings_0,11,18,0,38
