date,model,per_category_iou,daily_mean_iou,daily_tornadobench,daily_weight,is_false_alarm,is_hard_hallucination,max_risk_status,daily_weighted_hallucination_loss,gt_overall_centroid_x,gt_overall_centroid_y,pred_overall_centroid_x,pred_overall_centroid_y,overall_centroid_distance,gt_hr_centroid_x,gt_hr_centroid_y,pred_hr_centroid_x,pred_hr_centroid_y,hr_centroid_distance,gt_had_actual_risk
20250303,SPC,"{'2%': 0.06772674862933295, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9873784157450481}",0.7568881455467977,0.033863374314666475,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-255264.82612635428,1059153.1417785867,96794.71133607798,-186085.51401869173,991452.0419430207,-220399.6931293351,1005245.490882573,36982.72734244123,True
20250303,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9714770388713622}",0.6214346298589203,0.0,2,False,True,over,10.0,-186085.51401869173,991452.0419430207,226450.9844763637,1655938.499469185,782130.8169521464,-186085.51401869173,991452.0419430207,180580.81708514705,1737884.3317904244,831628.139069373,True
20250303,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.7597809401494461}",0.5949726175186807,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,50653.23879570572,1105938.7778149594,262968.53381103877,-186085.51401869173,991452.0419430207,164932.70290982808,1113511.2665584967,371634.5556180273,True
20250303,openai_o4-mini-high,"{'2%': 0.05984093422145208, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9706925007962915}",0.628816679377218,0.01994697807381736,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-225801.80089475523,1145121.328165709,158718.7228130705,-186085.51401869173,991452.0419430207,-433294.0235876237,1146245.7754768124,291673.01408361946,True
20250303,anthropic_claude-3.7-sonnet,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9223144441336958}",0.49028930551671196,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-34939.31936007114,1031539.1024291216,156371.81516564277,-186085.51401869173,991452.0419430207,-117349.064669008,1043058.4870127415,85953.03742123225,True
20250303,openai_gpt-4.1_soundings_0,"{'2%': 0.09845302030656615, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9613385644306884}",0.6324739480921568,0.03281767343552205,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,146392.6441621032,790513.752320144,388481.55928417086,-186085.51401869173,991452.0419430207,220830.65005813626,864573.4060239077,426238.1409959635,True
20250303,openai_o3_soundings_0,"{'2%': 0.05244805524203728, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.8406639596041494}",0.6116390018557734,0.017482685080679093,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,594079.5186107769,952013.2725258623,781161.2475480844,-186085.51401869173,991452.0419430207,584968.7980470152,894598.0197493557,777113.5398191256,True
20250303,openai_o3,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9401334343010157}",0.617516679287627,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,368135.13600285834,685393.5283979152,633113.2146968257,-186085.51401869173,991452.0419430207,331475.80456782755,642299.4125952858,624321.4533214867,True
20250303,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9872313036343335}",0.7484039129542917,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-237520.94271197144,783937.1951842605,213794.32862022598,-186085.51401869173,991452.0419430207,-237520.94271197144,783937.1951842605,213794.32862022598,True
20250303,google_gemini-2.5-flash-preview:thinking,"{'2%': 0.02714460409251764, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.8986207222424465}",0.7407206657918706,0.01357230204625882,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,654581.7703412735,972513.4347043177,840880.5823880704,-186085.51401869173,991452.0419430207,177334.57362263053,1032450.8850742205,365725.3959452681,True
20250303,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9385660985374662}",0.6173207623171832,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-176995.59147429926,1194375.1235015495,203126.57069195155,-186085.51401869173,991452.0419430207,-137716.0569113953,1223760.3478639806,237290.44098050156,True
20250303,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9304154992533942}",0.49130193740667427,0.0,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-73172.72981328743,1107780.3950160323,162115.95407514786,-186085.51401869173,991452.0419430207,-31340.38795078854,1111318.0504844666,195739.40340521437,True
20250303,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0757553592690891, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9638471563674478}",0.6299503144545671,0.025251786423029703,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,-183288.37161242662,1239473.2264719608,248036.95688501644,-186085.51401869173,991452.0419430207,-253871.81589923505,1149069.5587706962,171575.8267751105,True
20250303,openai_gpt-4.1,"{'2%': 0.016949390658512233, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9754425155558837}",0.6240489882767994,0.005649796886170744,2,False,False,over,0.0,-186085.51401869173,991452.0419430207,47254.84742779402,612474.2756948911,445052.6615923092,-186085.51401869173,991452.0419430207,32418.76591776063,552672.6873081651,490174.9100110366,True
20250304,SPC,"{'2%': 0.07318856354925764, '5%': 0.19048306445843013, '10%': 0.02782231325879059, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9599326921715773}",0.656428329179757,0.09716464708882612,10,False,False,match,0.0,181893.19633800213,835829.3433006844,330014.7375329985,965425.3570235664,196812.3922390113,101506.35982428078,816270.1677316296,349955.4418493614,781427.8323410075,250880.31946443673,True
20250304,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9652965299076938}",0.6206620662384617,0.0,10,False,False,under,0.0,181893.19633800213,835829.3433006844,,,,101506.35982428078,816270.1677316296,,,,True
20250304,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.30641909979508514, '10%': 0.0, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9669899382067194}",0.5341761297502255,0.07660477494877128,10,False,False,over,0.0,181893.19633800213,835829.3433006844,327328.56874971674,986746.4873106249,209588.7208431104,101506.35982428078,816270.1677316296,344520.43279592966,1152888.8196031244,415172.20096009865,True
20250304,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.057280707498086066, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9573252450286316}",0.6268257440658397,0.01909356916602869,10,False,False,match,0.0,181893.19633800213,835829.3433006844,500843.6368960427,1009624.3689026735,363227.3316480523,101506.35982428078,816270.1677316296,533836.9913974777,982109.2699811652,463046.84733988985,True
20250304,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.0957965440058003, '5%': 0.054063796305465955, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9317347170600937}",0.6351993821714199,0.04995344677042209,10,False,False,match,0.0,181893.19633800213,835829.3433006844,834333.0139216074,1092327.0152552056,701048.3373395998,101506.35982428078,816270.1677316296,659824.5789816075,1032615.3146742813,598769.1178147435,True
20250304,deepseek_deepseek-r1,"{'2%': 0.05112261794553294, '5%': 0.10607456610538667, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9675652950966713}",0.6405953098934488,0.05239906135030653,10,False,False,match,0.0,181893.19633800213,835829.3433006844,129040.57395843869,1133558.9195821094,302384.35853250354,101506.35982428078,816270.1677316296,50722.4504577477,1103604.3362747119,291787.47379367176,True
20250304,openai_gpt-4.1,"{'2%': 0.09086773902741378, '5%': 0.1224579802345814, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.974067607656667}",0.6484241658648328,0.07110857308733172,10,False,False,match,0.0,181893.19633800213,835829.3433006844,333409.20576631767,842707.8106830637,151672.0621163036,101506.35982428078,816270.1677316296,419294.9624844349,718097.8141880543,332606.985766953,True
20250304,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.08062589829081465, '5%': 0.08698362237788006, '10%': 0.0038293921670184304, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9382830288696143}",0.5137152427131659,0.04285972820892829,10,False,False,over,0.0,181893.19633800213,835829.3433006844,456012.9965649832,917908.9229910268,286144.58282243134,101506.35982428078,816270.1677316296,306862.18222776195,917822.1747161944,229093.48292259037,True
20250304,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9145669020104671}",0.6143208627513084,0.0,10,False,True,match,10.0,181893.19633800213,835829.3433006844,839102.8209775467,1366081.731148719,844447.799178489,101506.35982428078,816270.1677316296,830199.4751312088,1351240.75583979,903984.0631540508,True
20250304,openai_o4-mini-high,"{'2%': 0.09454502488008652, '5%': 0.2056579948097855, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.961063909828408}",0.657658366189785,0.10006767322995734,10,False,False,under,0.0,181893.19633800213,835829.3433006844,237684.24021796766,796500.371025973,68259.86110007296,101506.35982428078,816270.1677316296,269847.67320569576,668315.2554161985,224119.28491151016,True
20250304,openai_gpt-4.1_soundings_0,"{'2%': 0.08986959411641729, '5%': 0.04829473133619139, '10%': 0.0, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9428133285969534}",0.5101222067561952,0.03454108136315217,10,False,False,over,0.0,181893.19633800213,835829.3433006844,630799.5491173952,907127.3285243636,454533.07499306684,101506.35982428078,816270.1677316296,662476.5575758944,923753.6092560454,571174.4505555347,True
20250304,anthropic_claude-3.7-sonnet,"{'2%': 0.045051492708850324, '5%': 0.08750723764601745, '10%': 0.00019103336951392655, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9323810083727423}",0.5081413465121405,0.03318744093109542,10,False,False,over,0.0,181893.19633800213,835829.3433006844,595817.7949623172,1124114.5737169317,504422.3898901091,101506.35982428078,816270.1677316296,488712.54082607874,1138944.6952361148,504031.2265189925,True
20250304,openai_o3_soundings_0,"{'2%': 0.08266482371231992, '5%': 0.10259045099195598, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9032529465301591}",0.6360635276543044,0.061751758234758626,10,False,False,match,0.0,181893.19633800213,835829.3433006844,707713.6458253664,1084942.44709926,581845.7558350441,101506.35982428078,816270.1677316296,631708.2961604089,1034604.8743807324,573397.0155329808,True
20250304,openai_o3,"{'2%': 0.0, '5%': 0.14011782633013772, '10%': 0.01201053774564672, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.943996931225169}",0.5120156619126193,0.03803209101894611,10,False,False,over,0.0,181893.19633800213,835829.3433006844,519776.4508527191,857777.1815557188,338595.3355932803,101506.35982428078,816270.1677316296,563638.8198695172,935663.3016251551,477306.11880467174,True
20250305,SPC,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9585688728219525}",0.7448211091027441,0.0,1,True,True,over,5.0,,,1426721.693597395,1363747.662623994,,,,1557816.158312182,1258961.4828826222,,False
20250305,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9721996572340122}",0.7465249571542516,0.0,1,True,True,over,5.0,,,1155728.7584783768,321719.61916523223,,,,1375703.825794976,292232.3263999606,,False
20250305,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9767145750435015}",0.6220893218804378,0.0,1,True,True,over,10.0,,,1338198.0890729001,1017884.8399216693,,,,1504131.9204285892,1192719.6685185807,,False
20250305,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9839480396009069}",0.7479935049501134,0.0,1,True,True,over,5.0,,,1652270.9405841387,1630010.3253441332,,,,1741152.1655166338,1641350.578105934,,False
20250305,google_gemini-2.5-flash-preview:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9784887187026945}",0.7473110898378368,0.0,1,True,True,over,5.0,,,1036922.2884120205,803471.1292273338,,,,941351.597254083,785500.9150503901,,False
20250305,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 1.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 1.0}",1.0,1.0,1,False,False,match,0.0,,,,,,,,,,,False
20250305,openai_gpt-4.1,"{'2%': 0.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9973565836125203}",0.874669572951565,0.0,1,True,True,over,2.0,,,1304981.289177252,515010.20948563376,,,,1304981.289177252,515010.20948563376,,False
20250305,openai_o4-mini-high,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9560469654886259}",0.6195058706860782,0.0,1,True,True,over,10.0,,,427237.69121460995,796242.9355789275,,,,569951.1926030245,793124.8336688163,,False
20250305,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9844268833437937}",0.6230533604179742,0.0,1,True,True,over,10.0,,,1792203.8518375661,1950131.708516456,,,,1810925.544569453,1943756.6255441508,,False
20250305,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9762633556438667}",0.6220329194554833,0.0,1,True,True,over,10.0,,,1567890.8333785818,606487.7115715544,,,,1517910.908131761,368460.36706825724,,False
20250305,openai_o3,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.7996464758907238}",0.5999558094863404,0.0,1,True,True,over,10.0,,,885350.4642284734,958981.3511717927,,,,807295.1843674959,679736.8288416631,,False
20250305,openai_o3_soundings_0,"{'2%': 1.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.976094169576873}",0.7470117711971092,0.0,1,True,True,over,10.0,,,1480834.4059746498,1106775.2551665814,,,,1607083.0311520258,1239631.6790600657,,False
20250305,openai_gpt-4.1_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9813302346911299}",0.6226662793363913,0.0,1,True,True,over,10.0,,,1102665.1107591335,903442.4786417395,,,,1234352.675308122,799500.4245253109,,False
20250305,anthropic_claude-3.7-sonnet,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9835727606400241}",0.497946595080003,0.0,1,True,True,over,15.0,,,1512365.6574277177,208006.253446366,,,,1450202.160126914,68551.98826003882,,False
20250306,SPC,"{'2%': 1.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 1.0}",1.0,1.0,1,False,False,match,0.0,,,,,,,,,,,False
20250306,openai_gpt-4.1,"{'2%': 0.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9988620298324632}",0.8748577537290578,0.0,1,True,True,over,2.0,,,1425458.079695076,130083.39074406453,,,,1425458.079695076,130083.39074406453,,False
20250306,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9591983029977558}",0.7448997878747194,0.0,1,True,True,over,5.0,,,59935.06454494009,1466583.7771777965,,,,68580.50873695816,1508317.6196070686,,False
20250306,deepseek_deepseek-r1_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9646822869627137}",0.6205852858703392,0.0,1,True,True,over,10.0,,,-46247.149818721955,1123375.9753687617,,,,-113613.76992111506,1162261.1693487607,,False
